,,,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Solid,Solution,Solution,Solution,Solution,Solution,Solution,Solution,Solution,Solution,Solution,Solution,Solid,Solid,Solid,Solution,pitzer,pitzer,pitzer,pitzer,pitzer,pitzer,pitzer,pitzer,pitzer,pitzer,pitzer,pitzer,pitzer,pitzer,pitzer,pitzer,pitzer,pitzer,pitzer,pitzer,pitzer,pitzer,pitzer,pitzer,pitzer,pitzer,pitzer,pitzer,pitzer,pitzer,pitzer,pitzer,pitzer,pitzer,pitzer,pitzer,pitzer,pitzer,pitzer,pitzer,pitzer,pitzer
Experiment,,,B/Ca (umol/mol),B/Ca_2std (umol/mol),d11B (permil vs NIST951),d11B_2std (permil vs NIST951),logR,logR_2std,logR_unit,seeds,Temp (°C),[B] (M),[Ca] (M),[Cl] (M),[DIC] (M),[Mg] (M),[Na] (M),d11B (permil vs NIST951),d11B_2std (permil vs NIST951),ionstr,pH (NBS),B/Ca_eprop (umol/mol),d11B_eprop (permil vs NIST951),logR_eprop,d11B_eprop (permil vs NIST951),Alk(eq/kgw),B,C,Ca,Cl,K,Mg,Na,S(6),dist_x,m_B(OH)3,m_B(OH)4-,m_B3O3(OH)4-,m_B4O5(OH)4-2,m_CO2,m_CO3-2,m_CaB(OH)4+,m_CaCO3,m_CaH2BO3+,m_CaHCO3+,m_H+,m_H2BO3-,m_H2CO3,m_H3BO3,m_H5(BO3)2-,m_H8(BO3)3-,m_HCO3-,m_NaCO3-,m_NaH2BO3,m_NaHCO3,m_OH-,mu,pH,pe,si_Aragonite,si_Calcite,sim,soln,state,step,temp(C),time
CaB-72,Noireaux,Aragonite,157.4,3.15,-18.3,0.4,,,mol/m2/sec,False,25,0.0169,0.0020399999999999997,0.15,0.00247,0.025,0.1,-0.8,0.4,0.18,8.41,157.4+/-3.1,-18.3+/-0.4,nan+/-nan,-0.8+/-0.4,0.006490217491406122,0.0170472838340067,0.002491526098786966,0.002057778640284108,0.15130725296079278,0.0,0.025217875493269152,0.10087150197494588,0.0,-99.0,0.013216151072406718,0.003111771856093479,3.087614753225909e-05,9.432718524454319e-07,1.4258490308972757e-05,9.882924619785514e-05,7.709658577384051e-05,0.0,0.0,0.0,4.913679718961737e-09,0.0,0.0,0.0,0.0,0.0,0.0022392809181210937,0.0,0.0,0.0,3.911964446870815e-06,0.18231505639271378,8.41,4.0,0.32856602646691435,0.610540879996849,1,1,i_soln,-99,25.0,-99.0
CaB-73(s),Noireaux,Calcite,342.58,6.85,-11.7,0.2,-7.24,,mol/m2/sec,True,25,0.0147,0.000162,0.2,0.0102,0.0,0.2,-0.8,0.4,0.2,8.88,343+/-7,-11.70+/-0.20,-7.24+/-nan,-0.8+/-0.4,0.01752585758119985,0.014885719517920755,0.0103288666044595,0.00016404670490896954,0.20252679616325217,0.0,0.0,0.20252679616365768,0.0,-99.0,0.008775470943754067,0.006007086110509601,2.840420032987292e-05,1.752282860437066e-06,2.0791354957376437e-05,0.0011568971113888416,1.094073122571968e-05,0.0,0.0,0.0,1.688244271862241e-09,0.0,0.0,0.0,0.0,0.0,0.009151178138113282,0.0,0.0,0.0,1.0951300767090924e-05,0.21275458798190997,8.88,4.0,0.28402245786206404,0.5659973113919987,1,1,i_soln,-99,25.0,-99.0
CaB-77,Noireaux,Calcite,37.04,0.74,-15.4,0.2,-5.51,,mol/m2/sec,False,25,0.000917,0.00205,0.1,0.00122,0.0,0.1,-0.8,0.4,0.1,8.24,37.0+/-0.7,-15.40+/-0.20,-5.51+/-nan,-0.8+/-0.4,0.0013596632980793324,0.0009225452349701,0.0012273775208989119,0.0020623966539724155,0.10060471482773352,0.0,0.0,0.10060471482774841,0.0,-99.0,0.0008064391695485293,0.00011258439624183316,4.1853161161012325e-09,3.8861652566364065e-12,1.315237293273566e-05,2.700605235333997e-05,3.509097686728084e-06,0.0,0.0,0.0,7.129901605988097e-09,0.0,0.0,0.0,0.0,0.0,0.0011872190956128362,0.0,0.0,0.0,2.3415406444142254e-06,0.10542933477545177,8.24,4.0,0.014915070011142006,0.2968899235410767,1,1,i_soln,-99,25.0,-99.0
CaB-79,Noireaux,Aragonite,259.25,5.19,-21.8,1.6,-6.26,,mol/m2/sec,False,25,0.000826,0.00229,0.15,0.0015199999999999999,0.025,0.1,-0.8,0.4,0.18,8.32,259+/-5,-21.8+/-1.6,-6.26+/-nan,-0.8+/-0.4,0.0018074751568627802,0.0008330123112111566,0.0015329040109347235,0.0023094409112186316,0.15127342213219253,0.0,0.025212237021774914,0.10084894808845471,0.0,-99.0,0.0006764689093930259,0.00012948851543307304,3.3461734713517428e-09,4.25793521546377e-12,1.098143745275604e-05,5.012680831551653e-05,3.734185038066385e-06,0.0,0.0,0.0,6.040679486219194e-09,0.0,0.0,0.0,0.0,0.0,0.0013990539478271878,0.0,0.0,0.0,3.18186368773922e-06,0.18178015342784687,8.32,4.0,0.10153477909643271,0.3835096326263674,1,1,i_soln,-99,25.0,-99.0
CaB-8,Noireaux,Calcite,2111.06,42.22,-16.6,0.2,-5.64,,mol/m2/sec,False,25,0.0163,0.0035700000000000003,0.1,0.0050799999999999994,0.0,0.1,-0.8,0.4,0.11,7.52,(2.11+/-0.04)e+03,-16.60+/-0.20,-5.64+/-nan,-0.8+/-0.4,0.005315784019361266,0.0164062063257272,0.005113099885567024,0.0035932611400612555,0.10065157255047964,0.0,0.0,0.10065157255052845,0.0,-99.0,0.015936112157613397,0.00042839693975375604,6.2603944994225295e-06,2.2411266083111535e-08,0.00027677112125025814,2.1512131003348357e-05,2.2826399797447885e-05,0.0,0.0,0.0,3.76816277172382e-08,0.0,0.0,0.0,0.0,0.0,0.004814816633313417,0.0,0.0,0.0,4.522490860771427e-07,0.11047190626456059,7.52,4.0,0.13269605795682438,0.41467091148675905,1,1,i_soln,-99,25.0,-99.0
CaB-80,Noireaux,Aragonite,157.4,3.15,-22.5,0.5,-6.51,,mol/m2/sec,False,25,0.00043200000000000004,0.0023,0.15,0.00164,0.025,0.1,-0.8,0.4,0.18,8.36,157.4+/-3.1,-22.5+/-0.5,-6.51+/-nan,-0.8+/-0.4,0.0018824243237040633,0.0004356689776904824,0.0016539285264063812,0.0023195339089909527,0.15127395058631934,0.0,0.02521232509743246,0.10084930039123151,0.0,-99.0,0.00034749332307418507,7.293391931972857e-05,4.972621241823204e-10,3.5649494490801596e-13,1.0729964965970897e-05,5.8895406770448546e-05,2.114219290629001e-06,0.0,0.0,0.0,5.510070080886585e-09,0.0,0.0,0.0,0.0,0.0,0.00149888812877011,0.0,0.0,0.0,3.4888976794825364e-06,0.18183221645475942,8.36,4.0,0.1736602384754402,0.4556350920053749,1,1,i_soln,-99,25.0,-99.0
CaB-85,Noireaux,Calcite,166.66,3.33,-11.0,0.2,-5.18,,mol/m2/sec,False,25,0.0152,8.98e-05,0.2,0.0062,0.0,0.2,-0.8,0.4,0.2,8.88,166.7+/-3.3,-11.00+/-0.20,-5.18+/-nan,-0.8+/-0.4,0.013217988495194169,0.015388272273678647,0.006276795269598721,9.091229278042855e-05,0.20247726675969174,0.0,0.0,0.2024772667600458,0.0,-99.0,0.009076373350633377,0.006203578071540145,3.138051455418936e-05,1.982539046073249e-06,1.2695155266363536e-05,0.0006977839443066658,6.249151658263987e-06,0.0,0.0,0.0,1.6778518507236998e-09,0.0,0.0,0.0,0.0,0.0,0.005566316170025691,0.0,0.0,0.0,1.0933298562250313e-05,0.2099553554496293,8.88,4.0,-0.18551226592026993,0.09646258760966475,1,1,i_soln,-99,25.0,-99.0
CaB-87,Noireaux,Aragonite,5083.2,101.66,-14.7,0.3,-6.07,,mol/m2/sec,False,25,0.0146,0.000231,0.25,0.0069900000000000006,0.025,0.2,-0.8,0.4,0.28,8.88,(5.08+/-0.10)e+03,-14.70+/-0.30,-6.07+/-nan,-0.8+/-0.4,0.015620478555059549,0.01481725718184767,0.007094015591205561,0.00023443742575655926,0.2537201572929654,0.0,0.025372015740698042,0.20297612589600947,0.0,-99.0,0.007903733371171546,0.005970599168017754,2.2533941505828242e-05,1.5439840667392594e-06,1.108846907908132e-05,0.0008341032733597376,1.4016103170328954e-05,0.0,0.0,0.0,1.6732575068515776e-09,0.0,0.0,0.0,0.0,0.0,0.005431322973927976,0.0,0.0,0.0,1.1992358322325636e-05,0.2839989624759062,8.88,4.0,0.15863271218007569,0.44060756571001036,1,1,i_soln,-99,25.0,-99.0
CaB-9,Noireaux,Aragonite,1092.56,21.85,-24.6,0.2,,,mol/m2/sec,False,25,0.016,0.00474,0.15,0.005520000000000001,0.025,0.1,-0.8,0.4,0.18,7.58,1093+/-22,-24.60+/-0.20,nan+/-nan,-0.8+/-0.4,0.006108944066413666,0.016144074884863528,0.00556970583521404,0.004782682184624801,0.15135070204484224,0.0,0.02522511700725922,0.10090046803033663,0.0,-99.0,0.015449807312944671,0.0005442813107826618,7.385630453736483e-06,3.989658694375579e-08,0.0002254755538036181,3.548023428248941e-05,3.199842041666152e-05,0.0,0.0,0.0,3.330470611985288e-08,0.0,0.0,0.0,0.0,0.0,0.005260022887346153,0.0,0.0,0.0,5.877055761425385e-07,0.1888286169005819,7.58,4.0,0.24722409463542672,0.5291989481653614,1,1,i_soln,-99,25.0,-99.0
CaB-94,Noireaux,Aragonite,1805.51,36.11,-23.1,0.2,-6.08,,mol/m2/sec,False,25,0.0146,0.00158,0.25,0.0125,0.025,0.2,-0.8,0.4,0.28,7.86,(1.81+/-0.04)e+03,-23.10+/-0.20,-6.08+/-nan,-0.8+/-0.4,0.013970135702505382,0.01482312849358953,0.01269103466471239,0.0016041467838286208,0.2538206933739289,0.0,0.02538206934650491,0.20305655473379905,0.0,-99.0,0.013630810570339331,0.0009925099387117632,1.1175287342141472e-05,1.283271964381493e-07,0.0002565604311156237,0.0001816040513379874,1.6908225054968945e-05,0.0,0.0,0.0,1.7535729653680216e-08,0.0,0.0,0.0,0.0,0.0,0.012070532721306655,0.0,0.0,0.0,1.158027870735261e-06,0.28869758651354155,7.86,4.0,0.34774043646761577,0.6297152899975504,1,1,i_soln,-99,25.0,-99.0
Exp. 10A,Uchikawa,Calcite,305.8,8.3,-23.95,0.23,-5.211239,0.014910299999999998,mol/m2/sec,True,25,0.00043200000000000004,0.00385,0.46,0.0023899999999999998,0.0,0.45,-12.19,0.32,0.46,8.65,306+/-8,-23.95+/-0.23,-5.211+/-0.015,-12.19+/-0.32,0.002836489029479284,0.00044396877829198716,0.00245621615768071,0.00395666619543366,0.4727445324405784,0.0,0.0,0.46246747738754157,0.0,-99.0,0.00029306572676092636,0.00014582802144701008,8.456119897612425e-10,1.710864200518517e-12,7.122517047256587e-06,0.00022926882915508276,5.072486404624671e-06,0.0,0.0,0.0,2.7335574566048207e-09,0.0,0.0,0.0,0.0,0.0,0.0022198248114783706,0.0,0.0,0.0,7.227936362851321e-06,0.4771567084112133,8.65,4.0,0.72723521096305,1.0092100644929847,1,1,i_soln,-99,25.0,-99.0
Exp. 11A,Uchikawa,Calcite,119.2,4.7,-28.5,0.21,-5.238046,0.0036825000000000004,mol/m2/sec,True,25,0.00043200000000000004,0.00385,0.46,0.00479,0.0,0.46,-12.19,0.32,0.47,8.25,119+/-5,-28.50+/-0.21,-5.238+/-0.004,-12.19+/-0.32,0.005159176436736666,0.0004441405588200511,0.004924614066547492,0.003958197109862124,0.47292744689176114,0.0,0.0,0.47292744689177996,0.0,-99.0,0.0003684061563976001,7.32068965790603e-05,6.73645968657481e-10,6.869649057082718e-13,3.76379958658059e-05,0.00019359282327732386,2.5254821576251253e-06,0.0,0.0,0.0,6.8753812536056185e-09,0.0,0.0,0.0,0.0,0.0,0.004693383247404362,0.0,0.0,0.0,2.8813644023252487e-06,0.4836119780648244,8.25,4.0,0.648987459443628,0.9309623129735627,1,1,i_soln,-99,25.0,-99.0
Exp. 12B,Uchikawa,Calcite,97.7,4.8,-27.91,0.21,-5.4017919999999995,0.0036588999999999997,mol/m2/sec,True,25,0.00043200000000000004,0.00385,0.46,0.00359,0.0,0.46,-12.19,0.32,0.47,8.25,98+/-5,-27.91+/-0.21,-5.402+/-0.004,-12.19+/-0.32,0.003885833998525281,0.0004441071261183395,0.0036906124601044097,0.003957899156384336,0.4728918472556695,0.0,0.0,0.4728918472556844,0.0,-99.0,0.0003683931315030844,7.319112585032769e-05,6.734038489888615e-10,6.855576100871272e-13,2.8222089944426163e-05,0.0001448570497434252,2.52084581115003e-06,0.0,0.0,0.0,6.8688527451194304e-09,0.0,0.0,0.0,0.0,0.0,0.003517533320416558,0.0,0.0,0.0,2.880801038175866e-06,0.4828903847953158,8.25,4.0,0.5235535595760421,0.8055284131059768,1,1,i_soln,-99,25.0,-99.0
Exp. 13C,Uchikawa,Calcite,37.5,4.8,-27.08,0.31,-5.850708999999999,0.0036303000000000004,mol/m2/sec,True,25,0.00043200000000000004,0.00385,0.46,0.0018,0.0,0.45,-12.19,0.32,0.46,8.25,38+/-5,-27.08+/-0.31,-5.851+/-0.004,-12.19+/-0.32,0.0019864184482725434,0.0004439523526410744,0.001849801470661402,0.003956519833208614,0.4727270422942083,0.0,0.0,0.4624503675322152,0.0,-99.0,0.0003684317622404093,7.297836423636803e-05,6.688854080227721e-10,6.767293006211168e-13,1.4215442807088035e-05,7.244277245548221e-05,2.540216801155807e-06,0.0,0.0,0.0,6.861561931700618e-09,0.0,0.0,0.0,0.0,0.0,0.0017631432553988319,0.0,0.0,0.0,2.8772582482882836e-06,0.4765623227835126,8.25,4.0,0.2279019544033769,0.5098768079333116,1,1,i_soln,-99,25.0,-99.0
Exp. 15A,Uchikawa,Calcite,102.1,4.9,-26.74,0.58,-5.50476,0.0036092,mol/m2/sec,True,25,0.00043200000000000004,0.00385,0.46,0.0023899999999999998,0.0,0.45,-12.19,0.32,0.46,8.37,102+/-5,-26.7+/-0.6,-5.505+/-0.004,-12.19+/-0.32,0.002665860400915939,0.00044396877829290814,0.0024562161576856313,0.003956666195439041,0.4727445324415467,0.0,0.0,0.46246747738848204,0.0,-99.0,0.0003495151673911457,9.127290784317965e-05,7.528698076838042e-10,9.533535909118198e-13,1.4163992998439927e-05,0.00012556802124176437,3.1784406357453835e-06,0.0,0.0,0.0,5.207760892289692e-09,0.0,0.0,0.0,0.0,0.0,0.002316484143445427,0.0,0.0,0.0,3.793319492435333e-06,0.4769714838549928,8.37,4.0,0.46634903797415106,0.7483238915040857,1,1,i_soln,-99,25.0,-99.0
Exp. 16B,Uchikawa,Calcite,194.1,5.6,-28.74,0.25,-5.316791,0.003829,mol/m2/sec,True,25,0.00043200000000000004,0.00771,0.47,0.0023899999999999998,0.0,0.45,-12.19,0.32,0.48,8.25,194+/-6,-28.74+/-0.25,-5.317+/-0.004,-12.19+/-0.32,0.0026198108690606288,0.000444201249932052,0.0024575022880278055,0.00792775849010302,0.48327450821552065,0.0,0.0,0.46270963562649964,0.0,-99.0,0.0003657412812564423,7.338392508142426e-05,6.605730529726894e-10,6.825092870724117e-13,1.8799390538662703e-05,9.973610979587498e-05,5.074059144989348e-06,0.0,0.0,0.0,6.8499631191042854e-09,0.0,0.0,0.0,0.0,0.0,0.002338966787693268,0.0,0.0,0.0,2.9200655742447244e-06,0.49024708878163986,8.25,4.0,0.6521042711389207,0.9340791246688553,1,1,i_soln,-99,25.0,-99.0
Exp. 17B,Uchikawa,Calcite,139.2,4.7,-28.2,0.22,-5.419852,0.0037579,mol/m2/sec,True,25,0.00043200000000000004,0.0057799999999999995,0.46,0.0023899999999999998,0.0,0.45,-12.19,0.32,0.47,8.25,139+/-5,-28.20+/-0.22,-5.420+/-0.004,-12.19+/-0.32,0.002614818475736108,0.0004440040755407401,0.0024564114388436037,0.0059406101342004735,0.47278211764931327,0.0,0.0,0.46250424561906084,0.0,-99.0,0.00036715427099140874,7.305426641421704e-05,6.641777141283322e-10,6.753397648052068e-13,1.885564946611727e-05,9.752515137230451e-05,3.7935429006128812e-06,0.0,0.0,0.0,6.86377264349126e-09,0.0,0.0,0.0,0.0,0.0,0.002340030638005182,0.0,0.0,0.0,2.8959239157369573e-06,0.4809217557352068,8.25,4.0,0.5264689016817439,0.8084437552116785,1,1,i_soln,-99,25.0,-99.0
Exp. 19B,Uchikawa,Calcite,98.9,5.5,-27.63,0.24,-5.5505260000000005,0.0029808000000000005,mol/m2/sec,True,25,0.00043200000000000004,0.0048200000000000005,0.46,0.0023899999999999998,0.0,0.45,-12.19,0.32,0.46,8.25,99+/-6,-27.63+/-0.24,-5.5505+/-0.0030,-12.19+/-0.32,0.002613422552199875,0.0004439865176655552,0.002456314301480341,0.00495373850126078,0.47276342176145186,0.0,0.0,0.46248595616053095,0.0,-99.0,0.0003677909986740171,7.302031871591419e-05,6.665682181111437e-10,6.763666189376615e-13,1.8863037788028324e-05,9.68971916043283e-05,3.173197865503137e-06,0.0,0.0,0.0,6.864288003433682e-09,0.0,0.0,0.0,0.0,0.0,0.0023405540720879844,0.0,0.0,0.0,2.8867766888686376e-06,0.478929434588139,8.25,4.0,0.4481421394885938,0.7301169930185285,1,1,i_soln,-99,25.0,-99.0
Exp. 1C,Uchikawa,Calcite,1068.1,24.9,-26.54,0.31,-5.496044,0.0105195,mol/m2/sec,True,25,0.00432,0.00385,0.46,0.0023899999999999998,0.0,0.46,-12.19,0.32,0.47,8.5,1068+/-25,-26.54+/-0.31,-5.496+/-0.011,-12.19+/-0.32,0.0038071772314389,0.004440928850063855,0.002456902766586753,0.003957772239068466,0.4728766831086945,0.0,0.0,0.4728766831087409,0.0,-99.0,0.003250656544306692,0.0011486648863621846,8.237496108723786e-07,1.3138525690012804e-08,1.0283426874614561e-05,0.00016683964672527336,3.9083616459600894e-05,0.0,0.0,0.0,3.859386540042742e-09,0.0,0.0,0.0,0.0,0.0,0.002279779692986865,0.0,0.0,0.0,5.12357490399056e-06,0.4827845056142193,8.5,4.0,0.580257666339687,0.8622325198696217,1,1,i_soln,-99,25.0,-99.0
Exp. 2B,Uchikawa,Calcite,334.5,10.6,-26.86,0.3,-5.800472,0.030828199999999997,mol/m2/sec,True,25,0.00432,0.00385,0.46,0.0023899999999999998,0.0,0.46,-12.19,0.32,0.47,8.25,334+/-11,-26.86+/-0.30,-5.800+/-0.031,-12.19+/-0.32,0.003294813380457416,0.004440928850075126,0.0024569027665928074,0.003957772239076194,0.4728766831098797,0.0,0.0,0.4728766831099158,0.0,-99.0,0.003682113302181945,0.0007317610673310883,6.735192431871237e-07,6.840423572284634e-09,1.8785104207456094e-05,9.636619288672737e-05,2.500656113824206e-05,0.0,0.0,0.0,6.860466512139399e-09,0.0,0.0,0.0,0.0,0.0,0.002341751469498624,0.0,0.0,0.0,2.881557092187279e-06,0.48248600104972705,8.25,4.0,0.3440204741292616,0.6259953276591963,1,1,i_soln,-99,25.0,-99.0
Exp. 4B,Uchikawa,Calcite,75.4,7.8,-27.16,0.68,-6.587835000000001,0.0096401,mol/m2/sec,True,25,0.00432,0.00385,0.46,0.0023899999999999998,0.0,0.46,-12.19,0.32,0.47,8.0,75+/-8,-27.2+/-0.7,-6.588+/-0.010,-12.19+/-0.32,0.002940022492349029,0.004440928849983055,0.002456902768194069,0.0039577722640649245,0.47287668324857307,0.0,0.0,0.47287668346182876,0.0,-99.0,0.003979472115621284,0.00044476631252627594,4.782492401155421e-07,2.9512783073544877e-09,3.378549881049969e-05,5.480253052627833e-05,1.5243869001918545e-05,0.0,0.0,0.0,1.2196672407740336e-08,0.0,0.0,0.0,0.0,0.0,0.002368314738857291,0.0,0.0,0.0,1.6205557866644977e-06,0.48228656877599135,8.0,4.0,0.10035515759857105,0.38233001112850573,1,1,i_soln,-99,25.0,-99.0
Exp. 8C,Uchikawa,Calcite,28.4,4.7,-27.68,0.56,-5.713354,0.0324393,mol/m2/sec,True,25,0.00043200000000000004,0.00385,0.46,0.0023899999999999998,0.0,0.45,-12.19,0.32,0.46,8.25,28+/-5,-27.7+/-0.6,-5.713+/-0.032,-12.19+/-0.32,0.0026120111404057096,0.00044396877830624203,0.0024562161600726554,0.003956666226969625,0.4727445326265507,0.0,0.0,0.4624674776559833,0.0,-99.0,0.00036843809230577604,7.298616686822004e-05,6.690047358063624e-10,6.774169823389556e-13,1.8870563132208386e-05,9.626552381570541e-05,2.5425094083705185e-06,0.0,0.0,0.0,6.86479452983053e-09,0.0,0.0,0.0,0.0,0.0,0.0023410800731247417,0.0,0.0,0.0,2.8775378079269514e-06,0.47691653024592684,8.25,4.0,0.35111932961403625,0.6330941831439709,1,1,i_soln,-99,25.0,-99.0
Exp. 8F,Uchikawa,Calcite,30.6,4.6,-27.68,0.56,-5.697685,0.0219292,mol/m2/sec,True,25,0.00043200000000000004,0.00385,0.46,0.0023899999999999998,0.0,0.45,-12.19,0.32,0.46,8.25,31+/-5,-27.7+/-0.6,-5.698+/-0.022,-12.19+/-0.32,0.0026120111404057096,0.00044396877830624203,0.0024562161600726554,0.003956666226969625,0.4727445326265507,0.0,0.0,0.4624674776559833,0.0,-99.0,0.00036843809230577604,7.298616686822004e-05,6.690047358063624e-10,6.774169823389556e-13,1.8870563132208386e-05,9.626552381570541e-05,2.5425094083705185e-06,0.0,0.0,0.0,6.86479452983053e-09,0.0,0.0,0.0,0.0,0.0,0.0023410800731247417,0.0,0.0,0.0,2.8775378079269514e-06,0.47691653024592684,8.25,4.0,0.35111932961403625,0.6330941831439709,1,1,i_soln,-99,25.0,-99.0
Exp. 9B,Uchikawa,Calcite,162.9,5.3,-25.87,0.22,-5.383022,0.0084379,mol/m2/sec,True,25,0.00043200000000000004,0.00385,0.46,0.0023899999999999998,0.0,0.45,-12.19,0.32,0.46,8.5,163+/-5,-25.87+/-0.22,-5.383+/-0.008,-12.19+/-0.32,0.0027362630977943304,0.000443968778292406,0.002456216157682935,0.003956666195435777,0.4727445324410176,0.0,0.0,0.4624674773879675,0.0,-99.0,0.00032536168699349495,0.00011461518246274734,8.192233512496678e-10,1.3026942424921469e-12,1.0330639620682626e-05,0.0001666589687303855,3.989445955333015e-06,0.0,0.0,0.0,3.860845661638821e-09,0.0,0.0,0.0,0.0,0.0,0.002279226549331867,0.0,0.0,0.0,5.117021600534152e-06,0.47704615279317625,8.5,4.0,0.5890603748881116,0.8710352284180463,1,1,i_soln,-99,25.0,-99.0
Run 1,Kaczmarek,Calcite,518.44,18.52,-27.8,0.51,-0.7695510790000001,,mg/mg/hr,True,12,0.00365,0.001180000545482,0.7000000998704641,0.006330001054284,0.0,0.700000100145876,-14.24,0.5,0.6,8.6,518+/-19,-27.8+/-0.5,-0.7695510790000001+/-nan,-14.2+/-0.5,0.008368343853968594,0.0038075684837733767,0.006603263646540488,0.0012309409913598586,0.7302187176435998,0.0,0.0,0.7302187176438649,0.0,-99.0,0.0025208907625627413,0.0012728473980157574,5.777180723422672e-07,1.1988258794986817e-08,2.4185722392799045e-05,0.0005014220030179487,1.20492159426714e-05,0.0,0.0,0.0,2.829261688266184e-09,0.0,0.0,0.0,0.0,0.0,0.00607765592112974,0.0,0.0,0.0,2.3484475162835136e-06,0.7373421099416617,8.6,4.0,0.3695248660343271,0.5904331020557496,1,1,i_soln,-99,12.0,-99.0
Run 10,Kaczmarek,Calcite,1036.88,37.03,-26.66,0.14,0.152288344,,mg/mg/hr,True,22,0.00365,0.001069999428772,0.6999998316066299,0.00507,0.0,0.699999831569052,-14.35,0.22,0.61,8.76,(1.04+/-0.04)e+03,-26.66+/-0.14,0.152288344+/-nan,-14.35+/-0.22,0.007601369347122031,0.00380724555064761,0.005288420531999995,0.0011160955978072552,0.7301564723302122,0.0,0.0,0.7301564723305328,0.0,-99.0,0.0021813718859474366,0.0016107716894138001,5.474253119153241e-07,1.474919711256457e-08,1.0348605007303841e-05,0.0006907717561128834,1.3400702562177248e-05,0.0,0.0,0.0,1.985114357868199e-09,0.0,0.0,0.0,0.0,0.0,0.004587300170879808,0.0,0.0,0.0,7.778333448697235e-06,0.7368533352843495,8.76,4.0,0.5009518386110194,0.771353632453259,1,1,i_soln,-99,22.0,-99.0
Run 11,Kaczmarek,Calcite,1083.17,46.29,-26.69,0.23,0.16136800199999998,,mg/mg/hr,True,22,0.00365,0.001049999457922,0.6999998363558829,0.0050799999999999994,0.0,0.699999836323572,-14.03,0.07,0.61,8.75,(1.08+/-0.05)e+03,-26.69+/-0.23,0.16136800199999998+/-nan,-14.03+/-0.07,0.007577285803550792,0.0038072447905119805,0.005298850283785575,0.0010952337596823105,0.7301563265508159,0.0,0.0,0.730156326551135,0.0,-99.0,0.0022029351249143463,0.0015896165602317096,5.509882351456254e-07,1.4649727620314991e-08,1.0641845118793628e-05,0.000678300093009249,1.2981541750005777e-05,0.0,0.0,0.0,2.0313173396452683e-09,0.0,0.0,0.0,0.0,0.0,0.004609908345657532,0.0,0.0,0.0,7.600913519999952e-06,0.7367877906621757,8.75,4.0,0.48501701871663716,0.7554188125588768,1,1,i_soln,-99,22.0,-99.0
Run 12,Kaczmarek,Calcite,1055.4,46.29,-26.57,0.1,0.146128036,,mg/mg/hr,True,22,0.00366,0.001059999443761,0.6999998341310251,0.00505,0.0,0.699999834094249,-14.03,0.12,0.61,8.75,(1.06+/-0.05)e+03,-26.57+/-0.10,0.146128036+/-nan,-14.03+/-0.12,0.0075465371291301726,0.0038176703350722833,0.005267550598943007,0.0011056630430476097,0.7301553199501594,0.0,0.0,0.7301553199504774,0.0,-99.0,0.0022088760750727113,0.0015939291515874839,5.554648228498048e-07,1.4808625553664552e-08,1.0579041688734607e-05,0.0006743127876552265,1.3139479441323804e-05,0.0,0.0,0.0,2.0312740673401146e-09,0.0,0.0,0.0,0.0,0.0,0.004582658769599046,0.0,0.0,0.0,7.601102391976583e-06,0.7367879652691592,8.75,4.0,0.4865388908816133,0.7569406847238529,1,1,i_soln,-99,22.0,-99.0
Run 13,Kaczmarek,Calcite,518.44,18.52,-25.32,0.04,0.20682587600000002,,mg/mg/hr,True,32,0.0036899999999999997,0.0006999990629360001,0.69999961590214,0.0052,0.0,0.6999996157684151,-14.04,0.08,0.62,8.73,518+/-19,-25.32+/-0.04,0.20682587600000002+/-nan,-14.04+/-0.08,0.00779484255283725,0.00384894278836793,0.005423984417217065,0.0007301508097146461,0.7301513312416364,0.0,0.0,0.7301513312420095,0.0,-99.0,0.0022621664224817934,0.0015766404797702294,5.765109700918364e-07,1.5640060946662517e-08,9.75980961242544e-06,0.0007796788793965804,8.343792961845159e-06,0.0,0.0,0.0,2.1620563768877084e-09,0.0,0.0,0.0,0.0,0.0,0.004634545728208059,0.0,0.0,0.0,1.5349164068347214e-05,0.7362720632327149,8.73,4.0,0.4165122062297062,0.7205210600310981,1,1,i_soln,-99,32.0,-99.0
Run 14,Kaczmarek,Calcite,555.47,18.52,-25.23,0.31,0.209515015,,mg/mg/hr,True,32,0.0037600000000000003,0.000709999040125,0.6999996123177591,0.005220000000000001,0.0,0.6999996121789339,-13.96,0.28,0.62,8.73,555+/-19,-25.23+/-0.31,0.209515015+/-nan,-13.96+/-0.28,0.007848923168947072,0.003921967690881412,0.005444859400643402,0.0007405832815419058,0.7301531422423261,0.0,0.0,0.730153142242702,0.0,-99.0,0.002304950333131294,0.001606499197771239,6.098645653214349e-07,1.685880606025161e-08,9.797093957741237e-06,0.0007827494232130742,8.62113105867431e-06,0.0,0.0,0.0,2.162092472794167e-09,0.0,0.0,0.0,0.0,0.0,0.004652312883472586,0.0,0.0,0.0,1.5349690133455722e-05,0.7363242965715167,8.73,4.0,0.42422763464638,0.7282364884477719,1,1,i_soln,-99,32.0,-99.0
